game_id_x,platform_id_x,title_category,title_category_id,normilized_title_id,normalized_title,developer_id,game_id_str,Label,year,working_index,number_of_projects_been,changing_title,changing_poitions
276,74,Production,5,60,Project Director / Leader / Manager,"1,141",276,Star Wars: Episode I - Racer,1999.0,8834,0.0,2.0,3.0
276,74,Programming/Engineering,2,4,Programmer,"1,141",276,Star Wars: Episode I - Racer,1999.0,8837,0.0,1.0,1.0
"3,105",3,Production,5,105,Senior Producer,"1,142",3105,Star Wars: Shadows of the Empire,1996.0,10575,0.0,2.0,4.0
"3,105",9,Creative Services,6,25,Coordinator,"1,142",3105,Star Wars: Shadows of the Empire,1996.0,10577,2.0,1.0,3.0
345,3,Creative Services,6,25,Coordinator,"1,142",345,Star Wars: Rogue Squadron 3D,1998.0,10943,0.0,2.0,3.0
345,3,Production,5,60,Project Director / Leader / Manager,"1,142",345,Star Wars: Rogue Squadron 3D,1998.0,10945,0.0,2.0,3.0
345,9,Marketing,11,85,Product / Brand Manager,"1,142",345,Star Wars: Rogue Squadron 3D,1998.0,10947,3.0,2.0,3.0
276,3,Marketing,11,85,Product / Brand Manager,"1,142",276,Star Wars: Episode I - Racer,1999.0,8840,0.0,2.0,3.0
276,3,Production,5,60,Project Director / Leader / Manager,"1,142",276,Star Wars: Episode I - Racer,1999.0,8843,0.0,1.0,3.0
276,9,Production,5,60,Project Director / Leader / Manager,"1,142",276,Star Wars: Episode I - Racer,1999.0,8846,0.0,2.0,3.0
276,11,Marketing,11,85,Product / Brand Manager,"1,142",276,Star Wars: Episode I - Racer,1999.0,8849,0.0,2.0,3.0
276,74,Production,5,60,Project Director / Leader / Manager,"1,142",276,Star Wars: Episode I - Racer,1999.0,8852,4.0,1.0,3.0
"3,416",3,Production,5,60,Project Director / Leader / Manager,"1,142",3416,Star Wars: Episode I - Battle for Naboo,2000.0,11249,5.0,1.0,3.0
"35,583",3,Production,5,56,Executive Producer,"1,142",35583,Strong Bad's Cool Game for Attractive People: Episode 1 - Homestar Ruiner,2008.0,87474,6.0,1.0,3.0
"36,253",82,Production,5,56,Executive Producer,"1,142",36253,Strong Bad's Cool Game for Attractive People: Episode 2 - Strong Badia the Free,2008.0,87620,7.0,1.0,3.0
"37,123",3,Production,5,56,Executive Producer,"1,142",37123,Strong Bad's Cool Game for Attractive People: Episode 3 - Baddest Of The Bands,2008.0,87775,0.0,1.0,2.0
345,3,Programming/Engineering,2,34,Lead Programmer,"1,143",345,Star Wars: Rogue Squadron 3D,1998.0,10949,2.0,1.0,2.0
276,3,Programming/Engineering,2,4,Programmer,"1,143",276,Star Wars: Episode I - Racer,1999.0,8855,0.0,1.0,2.0
276,9,Programming/Engineering,2,63,Software Tools Programmer,"1,143",276,Star Wars: Episode I - Racer,1999.0,8858,0.0,1.0,3.0
276,74,Programming/Engineering,2,4,Programmer,"1,143",276,Star Wars: Episode I - Racer,1999.0,8861,0.0,1.0,1.0
276,3,Programming/Engineering,2,4,Programmer,"1,144",276,Star Wars: Episode I - Racer,1999.0,8864,0.0,1.0,1.0
276,74,Programming/Engineering,2,4,Programmer,"1,144",276,Star Wars: Episode I - Racer,1999.0,8867,0.0,1.0,1.0
276,3,Programming/Engineering,2,4,Programmer,"1,145",276,Star Wars: Episode I - Racer,1999.0,8870,0.0,1.0,1.0
276,8,Programming/Engineering,2,4,Programmer,"1,145",276,Star Wars: Episode I - Racer,1999.0,8873,0.0,1.0,1.0
276,74,Programming/Engineering,2,4,Programmer,"1,145",276,Star Wars: Episode I - Racer,1999.0,8876,0.0,1.0,1.0
276,3,Programming/Engineering,2,4,Programmer,"1,146",276,Star Wars: Episode I - Racer,1999.0,8879,0.0,1.0,2.0
276,74,Programming/Engineering,2,34,Lead Programmer,"1,146",276,Star Wars: Episode I - Racer,1999.0,8882,0.0,1.0,2.0
"3,105",9,Programming/Engineering,2,4,Programmer,"1,147",3105,Star Wars: Shadows of the Empire,1996.0,10579,2.0,1.0,1.0
276,3,Programming/Engineering,2,4,Programmer,"1,147",276,Star Wars: Episode I - Racer,1999.0,8885,0.0,1.0,1.0
276,8,Programming/Engineering,2,4,Programmer,"1,147",276,Star Wars: Episode I - Racer,1999.0,8888,0.0,1.0,1.0
276,9,Programming/Engineering,2,4,Programmer,"1,147",276,Star Wars: Episode I - Racer,1999.0,8891,0.0,2.0,2.0
276,11,Other,8,37,Unknown,"1,147",276,Star Wars: Episode I - Racer,1999.0,8894,0.0,2.0,3.0
276,11,Programming/Engineering,2,4,Programmer,"1,147",276,Star Wars: Episode I - Racer,1999.0,8897,0.0,1.0,1.0
276,74,Programming/Engineering,2,4,Programmer,"1,147",276,Star Wars: Episode I - Racer,1999.0,8900,0.0,1.0,1.0
"3,105",3,Programming/Engineering,2,150,Installation Programmer,"1,148",3105,Star Wars: Shadows of the Empire,1996.0,10581,0.0,2.0,4.0
"3,105",9,Quality Assurance,9,23,Tester,"1,148",3105,Star Wars: Shadows of the Empire,1996.0,10583,2.0,2.0,3.0
276,3,Programming/Engineering,2,4,Programmer,"1,148",276,Star Wars: Episode I - Racer,1999.0,8903,0.0,1.0,1.0
276,9,Programming/Engineering,2,4,Programmer,"1,148",276,Star Wars: Episode I - Racer,1999.0,8906,0.0,1.0,1.0
276,11,Programming/Engineering,2,4,Programmer,"1,148",276,Star Wars: Episode I - Racer,1999.0,8909,0.0,1.0,1.0
276,74,Programming/Engineering,2,4,Programmer,"1,148",276,Star Wars: Episode I - Racer,1999.0,8912,0.0,1.0,1.0
276,3,Design,1,55,Level/Scenario Designer,"1,149",276,Star Wars: Episode I - Racer,1999.0,8915,0.0,1.0,2.0
276,9,Design,1,55,Level/Scenario Designer,"1,149",276,Star Wars: Episode I - Racer,1999.0,8918,0.0,1.0,2.0
276,11,Design,1,55,Level/Scenario Designer,"1,149",276,Star Wars: Episode I - Racer,1999.0,8921,0.0,1.0,2.0
276,74,Design,1,55,Level/Scenario Designer,"1,149",276,Star Wars: Episode I - Racer,1999.0,8924,2.0,1.0,2.0
"3,416",3,Design,1,204,Lead Level/Scenario Designer,"1,149",3416,Star Wars: Episode I - Battle for Naboo,2000.0,11252,0.0,1.0,3.0
276,3,Design,1,55,Level/Scenario Designer,"1,150",276,Star Wars: Episode I - Racer,1999.0,8927,0.0,1.0,2.0
276,9,Design,1,55,Level/Scenario Designer,"1,150",276,Star Wars: Episode I - Racer,1999.0,8930,0.0,1.0,2.0
276,11,Design,1,55,Level/Scenario Designer,"1,150",276,Star Wars: Episode I - Racer,1999.0,8933,0.0,1.0,2.0
276,74,Design,1,55,Level/Scenario Designer,"1,150",276,Star Wars: Episode I - Racer,1999.0,8936,0.0,1.0,1.0
276,3,Art/Graphics,3,10,Artist,"1,151",276,Star Wars: Episode I - Racer,1999.0,8939,0.0,2.0,3.0
276,3,Design,1,55,Level/Scenario Designer,"1,151",276,Star Wars: Episode I - Racer,1999.0,8942,0.0,2.0,2.0
276,9,Art/Graphics,3,10,Artist,"1,151",276,Star Wars: Episode I - Racer,1999.0,8945,0.0,2.0,3.0
276,9,Design,1,55,Level/Scenario Designer,"1,151",276,Star Wars: Episode I - Racer,1999.0,8948,0.0,1.0,2.0
276,11,Design,1,55,Level/Scenario Designer,"1,151",276,Star Wars: Episode I - Racer,1999.0,8951,0.0,2.0,2.0
276,74,Art/Graphics,3,10,Artist,"1,151",276,Star Wars: Episode I - Racer,1999.0,8954,0.0,2.0,3.0
276,74,Design,1,55,Level/Scenario Designer,"1,151",276,Star Wars: Episode I - Racer,1999.0,8957,0.0,1.0,1.0
"3,105",9,Art/Graphics,3,58,Character Modeler,"1,153",3105,Star Wars: Shadows of the Empire,1996.0,10585,2.0,2.0,3.0
276,3,Design,1,55,Level/Scenario Designer,"1,153",276,Star Wars: Episode I - Racer,1999.0,8960,0.0,1.0,2.0
276,9,Design,1,55,Level/Scenario Designer,"1,153",276,Star Wars: Episode I - Racer,1999.0,8963,0.0,1.0,2.0
276,11,Design,1,55,Level/Scenario Designer,"1,153",276,Star Wars: Episode I - Racer,1999.0,8966,0.0,1.0,2.0
276,74,Design,1,55,Level/Scenario Designer,"1,153",276,Star Wars: Episode I - Racer,1999.0,8969,0.0,1.0,1.0
"3,105",9,Quality Assurance,9,50,Technical / Compatibility Testing,"1,154",3105,Star Wars: Shadows of the Empire,1996.0,10587,2.0,2.0,3.0
276,3,Design,1,55,Level/Scenario Designer,"1,154",276,Star Wars: Episode I - Racer,1999.0,8972,0.0,1.0,2.0
276,9,Design,1,55,Level/Scenario Designer,"1,154",276,Star Wars: Episode I - Racer,1999.0,8975,0.0,1.0,2.0
276,11,Design,1,55,Level/Scenario Designer,"1,154",276,Star Wars: Episode I - Racer,1999.0,8978,0.0,1.0,2.0
276,74,Design,1,55,Level/Scenario Designer,"1,154",276,Star Wars: Episode I - Racer,1999.0,8981,0.0,1.0,1.0
276,3,Design,1,55,Level/Scenario Designer,"1,155",276,Star Wars: Episode I - Racer,1999.0,8984,0.0,1.0,2.0
276,9,Design,1,55,Level/Scenario Designer,"1,155",276,Star Wars: Episode I - Racer,1999.0,8987,0.0,1.0,2.0
276,74,Design,1,55,Level/Scenario Designer,"1,155",276,Star Wars: Episode I - Racer,1999.0,8990,0.0,1.0,1.0
276,3,Marketing,11,85,Product / Brand Manager,"1,156",276,Star Wars: Episode I - Racer,1999.0,8993,0.0,2.0,3.0
276,9,Production,5,60,Project Director / Leader / Manager,"1,156",276,Star Wars: Episode I - Racer,1999.0,8996,0.0,2.0,3.0
276,11,Marketing,11,85,Product / Brand Manager,"1,156",276,Star Wars: Episode I - Racer,1999.0,8999,0.0,2.0,3.0
276,74,Production,5,60,Project Director / Leader / Manager,"1,156",276,Star Wars: Episode I - Racer,1999.0,9002,0.0,1.0,2.0
345,3,Creative Services,6,25,Coordinator,"1,157",345,Star Wars: Rogue Squadron 3D,1998.0,10951,0.0,2.0,3.0
345,9,Production,5,83,Project Coordinator,"1,157",345,Star Wars: Rogue Squadron 3D,1998.0,10953,2.0,1.0,3.0
276,3,Production,5,83,Project Coordinator,"1,157",276,Star Wars: Episode I - Racer,1999.0,9005,0.0,1.0,3.0
276,9,Production,5,83,Project Coordinator,"1,157",276,Star Wars: Episode I - Racer,1999.0,9008,0.0,1.0,3.0
276,11,Production,5,83,Project Coordinator,"1,157",276,Star Wars: Episode I - Racer,1999.0,9011,0.0,1.0,3.0
276,74,Production,5,83,Project Coordinator,"1,157",276,Star Wars: Episode I - Racer,1999.0,9014,0.0,1.0,2.0
276,3,Art/Graphics,3,70,Animator,"1,158",276,Star Wars: Episode I - Racer,1999.0,9017,0.0,1.0,3.0
276,9,Art/Graphics,3,10,Artist,"1,158",276,Star Wars: Episode I - Racer,1999.0,9020,0.0,1.0,3.0
276,11,Art/Graphics,3,58,Character Modeler,"1,158",276,Star Wars: Episode I - Racer,1999.0,9023,0.0,1.0,3.0
276,11,Art/Graphics,3,70,Animator,"1,158",276,Star Wars: Episode I - Racer,1999.0,9026,0.0,1.0,3.0
276,74,Art/Graphics,3,70,Animator,"1,158",276,Star Wars: Episode I - Racer,1999.0,9029,0.0,1.0,2.0
"3,105",3,Art/Graphics,3,65,Additional Art,"1,159",3105,Star Wars: Shadows of the Empire,1996.0,10589,2.0,1.0,3.0
276,3,Art/Graphics,3,70,Animator,"1,159",276,Star Wars: Episode I - Racer,1999.0,9032,0.0,2.0,3.0
276,3,Creative Services,6,24,Packaging,"1,159",276,Star Wars: Episode I - Racer,1999.0,9035,0.0,2.0,3.0
276,9,Art/Graphics,3,10,Artist,"1,159",276,Star Wars: Episode I - Racer,1999.0,9038,0.0,2.0,3.0
276,9,Creative Services,6,18,Cover Design,"1,159",276,Star Wars: Episode I - Racer,1999.0,9041,0.0,2.0,3.0
276,11,Art/Graphics,3,58,Character Modeler,"1,159",276,Star Wars: Episode I - Racer,1999.0,9044,0.0,1.0,3.0
276,11,Art/Graphics,3,70,Animator,"1,159",276,Star Wars: Episode I - Racer,1999.0,9047,0.0,2.0,3.0
276,11,Creative Services,6,24,Packaging,"1,159",276,Star Wars: Episode I - Racer,1999.0,9050,0.0,2.0,3.0
276,74,Art/Graphics,3,70,Animator,"1,159",276,Star Wars: Episode I - Racer,1999.0,9053,0.0,2.0,3.0
276,74,Creative Services,6,24,Packaging,"1,159",276,Star Wars: Episode I - Racer,1999.0,9056,3.0,1.0,3.0
"3,416",3,Creative Services,6,18,Cover Design,"1,159",3416,Star Wars: Episode I - Battle for Naboo,2000.0,11255,0.0,1.0,2.0
276,3,Art/Graphics,3,70,Animator,"1,160",276,Star Wars: Episode I - Racer,1999.0,9059,0.0,1.0,3.0
276,9,Art/Graphics,3,10,Artist,"1,160",276,Star Wars: Episode I - Racer,1999.0,9062,0.0,1.0,3.0
276,11,Art/Graphics,3,58,Character Modeler,"1,160",276,Star Wars: Episode I - Racer,1999.0,9065,0.0,1.0,3.0
276,11,Art/Graphics,3,70,Animator,"1,160",276,Star Wars: Episode I - Racer,1999.0,9068,0.0,1.0,3.0
276,74,Art/Graphics,3,70,Animator,"1,160",276,Star Wars: Episode I - Racer,1999.0,9071,0.0,1.0,2.0
276,3,Art/Graphics,3,70,Animator,"1,161",276,Star Wars: Episode I - Racer,1999.0,9074,0.0,1.0,3.0
276,9,Art/Graphics,3,10,Artist,"1,161",276,Star Wars: Episode I - Racer,1999.0,9077,0.0,1.0,3.0
276,11,Art/Graphics,3,58,Character Modeler,"1,161",276,Star Wars: Episode I - Racer,1999.0,9080,0.0,1.0,3.0
276,11,Art/Graphics,3,70,Animator,"1,161",276,Star Wars: Episode I - Racer,1999.0,9083,0.0,1.0,3.0
276,74,Art/Graphics,3,70,Animator,"1,161",276,Star Wars: Episode I - Racer,1999.0,9086,0.0,1.0,2.0
276,3,Art/Graphics,3,70,Animator,"1,162",276,Star Wars: Episode I - Racer,1999.0,9089,0.0,1.0,3.0
276,9,Art/Graphics,3,10,Artist,"1,162",276,Star Wars: Episode I - Racer,1999.0,9092,0.0,1.0,3.0
276,11,Art/Graphics,3,58,Character Modeler,"1,162",276,Star Wars: Episode I - Racer,1999.0,9095,0.0,1.0,3.0
276,11,Art/Graphics,3,70,Animator,"1,162",276,Star Wars: Episode I - Racer,1999.0,9098,0.0,1.0,3.0
276,74,Art/Graphics,3,70,Animator,"1,162",276,Star Wars: Episode I - Racer,1999.0,9101,0.0,1.0,2.0
276,3,Art/Graphics,3,70,Animator,"1,164",276,Star Wars: Episode I - Racer,1999.0,9104,0.0,1.0,3.0
276,74,Art/Graphics,3,70,Animator,"1,164",276,Star Wars: Episode I - Racer,1999.0,9107,0.0,1.0,2.0
"6,610",15,Art/Graphics,3,70,Animator,"1,165",6610,Super Star Wars,1992.0,3796,2.0,1.0,3.0
276,3,Art/Graphics,3,10,Artist,"1,165",276,Star Wars: Episode I - Racer,1999.0,9110,0.0,1.0,3.0
276,9,Art/Graphics,3,117,Concept Art,"1,165",276,Star Wars: Episode I - Racer,1999.0,9113,0.0,1.0,3.0
276,11,Art/Graphics,3,10,Artist,"1,165",276,Star Wars: Episode I - Racer,1999.0,9116,0.0,1.0,3.0
276,74,Art/Graphics,3,10,Artist,"1,165",276,Star Wars: Episode I - Racer,1999.0,9119,0.0,1.0,2.0
"3,105",3,Video/Cinematics,10,89,Video Engineering / Post-Production,"1,166",3105,Star Wars: Shadows of the Empire,1996.0,10591,2.0,3.0,3.0
276,3,Art/Graphics,3,65,Additional Art,"1,166",276,Star Wars: Episode I - Racer,1999.0,9122,0.0,1.0,3.0
276,74,Art/Graphics,3,65,Additional Art,"1,166",276,Star Wars: Episode I - Racer,1999.0,9125,0.0,1.0,2.0
276,3,Art/Graphics,3,10,Artist,"1,167",276,Star Wars: Episode I - Racer,1999.0,9128,0.0,1.0,3.0
276,9,Art/Graphics,3,10,Artist,"1,167",276,Star Wars: Episode I - Racer,1999.0,9131,0.0,1.0,3.0
276,74,Art/Graphics,3,10,Artist,"1,167",276,Star Wars: Episode I - Racer,1999.0,9134,0.0,1.0,2.0
"3,105",9,Art/Graphics,3,10,Artist,"1,168",3105,Star Wars: Shadows of the Empire,1996.0,10593,2.0,1.0,3.0
345,3,Art/Graphics,3,10,Artist,"1,168",345,Star Wars: Rogue Squadron 3D,1998.0,10955,0.0,1.0,3.0
345,9,Art/Graphics,3,10,Artist,"1,168",345,Star Wars: Rogue Squadron 3D,1998.0,10957,3.0,1.0,3.0
276,3,Art/Graphics,3,10,Artist,"1,168",276,Star Wars: Episode I - Racer,1999.0,9137,0.0,1.0,3.0
276,9,Art/Graphics,3,10,Artist,"1,168",276,Star Wars: Episode I - Racer,1999.0,9140,0.0,1.0,3.0
276,9,Art/Graphics,3,117,Concept Art,"1,168",276,Star Wars: Episode I - Racer,1999.0,9143,0.0,1.0,3.0
276,11,Art/Graphics,3,10,Artist,"1,168",276,Star Wars: Episode I - Racer,1999.0,9146,0.0,1.0,3.0
276,74,Art/Graphics,3,10,Artist,"1,168",276,Star Wars: Episode I - Racer,1999.0,9149,4.0,1.0,3.0
"3,416",3,Art/Graphics,3,117,Concept Art,"1,168",3416,Star Wars: Episode I - Battle for Naboo,2000.0,11258,0.0,1.0,2.0
276,3,Audio,4,48,Sound Effects (FX),"1,169",276,Star Wars: Episode I - Racer,1999.0,9152,0.0,1.0,3.0
276,8,Audio,4,48,Sound Effects (FX),"1,169",276,Star Wars: Episode I - Racer,1999.0,9155,0.0,1.0,3.0
276,9,Audio,4,73,Voice Talent,"1,169",276,Star Wars: Episode I - Racer,1999.0,9158,0.0,1.0,3.0
276,11,Audio,4,40,Acting / Voiceovers - do not use,"1,169",276,Star Wars: Episode I - Racer,1999.0,9161,0.0,1.0,3.0
276,74,Audio,4,73,Voice Talent,"1,169",276,Star Wars: Episode I - Racer,1999.0,9164,0.0,1.0,2.0
276,3,Audio,4,48,Sound Effects (FX),"1,171",276,Star Wars: Episode I - Racer,1999.0,9167,0.0,1.0,3.0
276,8,Audio,4,48,Sound Effects (FX),"1,171",276,Star Wars: Episode I - Racer,1999.0,9170,0.0,1.0,3.0
276,9,Audio,4,73,Voice Talent,"1,171",276,Star Wars: Episode I - Racer,1999.0,9173,0.0,1.0,3.0
276,11,Audio,4,40,Acting / Voiceovers - do not use,"1,171",276,Star Wars: Episode I - Racer,1999.0,9176,0.0,1.0,3.0
276,74,Audio,4,73,Voice Talent,"1,171",276,Star Wars: Episode I - Racer,1999.0,9179,0.0,1.0,2.0
276,3,Audio,4,48,Sound Effects (FX),"1,173",276,Star Wars: Episode I - Racer,1999.0,9182,0.0,1.0,3.0
276,8,Audio,4,48,Sound Effects (FX),"1,173",276,Star Wars: Episode I - Racer,1999.0,9185,0.0,1.0,3.0
276,11,Audio,4,40,Acting / Voiceovers - do not use,"1,173",276,Star Wars: Episode I - Racer,1999.0,9188,0.0,1.0,3.0
276,74,Audio,4,73,Voice Talent,"1,173",276,Star Wars: Episode I - Racer,1999.0,9191,0.0,1.0,2.0
"3,105",3,Audio,4,73,Voice Talent,"1,175",3105,Star Wars: Shadows of the Empire,1996.0,10595,2.0,1.0,3.0
345,3,Audio,4,40,Acting / Voiceovers - do not use,"1,175",345,Star Wars: Rogue Squadron 3D,1998.0,10959,3.0,1.0,3.0
276,3,Audio,4,48,Sound Effects (FX),"1,175",276,Star Wars: Episode I - Racer,1999.0,9194,0.0,1.0,3.0
276,8,Audio,4,48,Sound Effects (FX),"1,175",276,Star Wars: Episode I - Racer,1999.0,9197,0.0,1.0,3.0
276,9,Audio,4,73,Voice Talent,"1,175",276,Star Wars: Episode I - Racer,1999.0,9200,0.0,1.0,3.0
276,11,Audio,4,40,Acting / Voiceovers - do not use,"1,175",276,Star Wars: Episode I - Racer,1999.0,9203,0.0,1.0,3.0
276,74,Audio,4,73,Voice Talent,"1,175",276,Star Wars: Episode I - Racer,1999.0,9206,0.0,1.0,2.0
276,3,Audio,4,48,Sound Effects (FX),"1,176",276,Star Wars: Episode I - Racer,1999.0,9209,0.0,1.0,3.0
276,8,Audio,4,48,Sound Effects (FX),"1,176",276,Star Wars: Episode I - Racer,1999.0,9212,0.0,1.0,3.0
276,9,Audio,4,73,Voice Talent,"1,176",276,Star Wars: Episode I - Racer,1999.0,9215,0.0,1.0,3.0
276,11,Audio,4,40,Acting / Voiceovers - do not use,"1,176",276,Star Wars: Episode I - Racer,1999.0,9218,0.0,1.0,3.0
276,74,Audio,4,73,Voice Talent,"1,176",276,Star Wars: Episode I - Racer,1999.0,9221,0.0,1.0,2.0
276,3,Audio,4,48,Sound Effects (FX),"1,179",276,Star Wars: Episode I - Racer,1999.0,9224,0.0,1.0,3.0
276,8,Audio,4,48,Sound Effects (FX),"1,179",276,Star Wars: Episode I - Racer,1999.0,9227,0.0,1.0,3.0
276,9,Audio,4,73,Voice Talent,"1,179",276,Star Wars: Episode I - Racer,1999.0,9230,0.0,1.0,3.0
276,11,Audio,4,40,Acting / Voiceovers - do not use,"1,179",276,Star Wars: Episode I - Racer,1999.0,9233,0.0,1.0,3.0
276,74,Audio,4,73,Voice Talent,"1,179",276,Star Wars: Episode I - Racer,1999.0,9236,2.0,1.0,3.0
"3,416",3,Audio,4,73,Voice Talent,"1,179",3416,Star Wars: Episode I - Battle for Naboo,2000.0,11261,0.0,1.0,2.0
